Item Identifier,Item Fat Content,Item Type,Outlet Identifier,Outlet Size,Outlet Location Type,Outlet Type,Outlet Establishment Year
FDB45,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCK19,Low Fat,Others,OUT010,-,Tier 3,Grocery Store,1998
FDV51,Low Fat,Meat,OUT013,High,Tier 3,Supermarket Type1,1987
FDZ35,Regular,Breads,OUT045,-,Tier 2,Supermarket Type1,2002
NCW17,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDV59,Low Fat,Breads,OUT045,-,Tier 2,Supermarket Type1,2002
DRH39,Low Fat,Dairy,OUT013,High,Tier 3,Supermarket Type1,1987
FDN60,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDU55,Low Fat,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
FDN58,Regular,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDC41,Low Fat,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985
FDO01,Regular,Breakfast,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCO43,Low Fat,Others,OUT046,Small,Tier 1,Supermarket Type1,1997
FDQ07,Regular,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
FDF28,Regular,Frozen Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDM01,reg,Breakfast,OUT017,-,Tier 2,Supermarket Type1,2007
FDY49,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDR24,Regular,Baking Goods,OUT013,High,Tier 3,Supermarket Type1,1987
NCY18,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1,1987
NCY30,Low Fat,Household,OUT045,-,Tier 2,Supermarket Type1,2002
FDJ22,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985
DRI37,Low Fat,Soft Drinks,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDL27,Low Fat,Meat,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCO30,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCB07,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDX25,Low Fat,Canned,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDP59,Regular,Breads,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDR59,Regular,Breads,OUT045,-,Tier 2,Supermarket Type1,2002
FDT27,Regular,Meat,OUT013,High,Tier 3,Supermarket Type1,1987
DRI01,Low Fat,Soft Drinks,OUT046,Small,Tier 1,Supermarket Type1,1997
FDU09,Regular,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDH26,Regular,Canned,OUT046,Small,Tier 1,Supermarket Type1,1997
FDH27,Low Fat,Dairy,OUT046,Small,Tier 1,Supermarket Type1,1997
FDN39,Regular,Meat,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDH40,Regular,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDJ56,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
DRN47,Low Fat,Hard Drinks,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCO17,Low Fat,Health and Hygiene,OUT046,Small,Tier 1,Supermarket Type1,1997
FDX60,Low Fat,Baking Goods,OUT045,-,Tier 2,Supermarket Type1,2002
FDT22,Low Fat,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDX26,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store,1985
FDG45,Low Fat,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1,1987
FDD44,Regular,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1,2004
FDS15,Regular,Meat,OUT017,-,Tier 2,Supermarket Type1,2007
FDL51,Regular,Dairy,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDL32,Regular,Fruits and Vegetables,OUT017,-,Tier 2,Supermarket Type1,2007
FDZ07,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCW53,Low Fat,Health and Hygiene,OUT019,Small,Tier 1,Grocery Store,1985
NCA54,Low Fat,Household,OUT045,-,Tier 2,Supermarket Type1,2002
FDX09,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDO51,Regular,Meat,OUT013,High,Tier 3,Supermarket Type1,1987
FDW49,Low Fat,Canned,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDB27,Low Fat,Dairy,OUT046,Small,Tier 1,Supermarket Type1,1997
FDF45,Regular,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1,1987
FDV02,Low Fat,Dairy,OUT013,High,Tier 3,Supermarket Type1,1987
FDY28,Regular,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDX31,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDR43,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDP51,Regular,Meat,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDL52,Regular,Frozen Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDR44,Regular,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
FDB34,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDC50,Low Fat,Canned,OUT035,Small,Tier 2,Supermarket Type1,2004
FDT57,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998
FDP22,Regular,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
DRE49,LF,Soft Drinks,OUT046,Small,Tier 1,Supermarket Type1,1997
FDM40,Low Fat,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDY32,Low Fat,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
FDW07,Regular,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
FDU02,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store,1985
NCF18,Low Fat,Household,OUT045,-,Tier 2,Supermarket Type1,2002
FDQ56,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDN58,reg,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDG35,Regular,Starchy Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDY34,Regular,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCE19,Low Fat,Household,OUT045,-,Tier 2,Supermarket Type1,2002
NCK31,Low Fat,Others,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCJ29,Low Fat,Health and Hygiene,OUT045,-,Tier 2,Supermarket Type1,2002
FDT59,Low Fat,Breads,OUT035,Small,Tier 2,Supermarket Type1,2004
NCX41,Low Fat,Health and Hygiene,OUT046,Small,Tier 1,Supermarket Type1,1997
FDU45,Regular,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDW24,Low Fat,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985
FDF22,Low Fat,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDM60,Regular,Baking Goods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDR02,Low Fat,Dairy,OUT013,High,Tier 3,Supermarket Type1,1987
DRP35,Low Fat,Hard Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDS48,Low Fat,Baking Goods,OUT046,Small,Tier 1,Supermarket Type1,1997
NCZ42,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998
FDZ38,Low Fat,Dairy,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDH19,Low Fat,Meat,OUT046,Small,Tier 1,Supermarket Type1,1997
NCB55,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1,1997
FDC15,LF,Dairy,OUT017,-,Tier 2,Supermarket Type1,2007
FDF11,Regular,Starchy Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDW35,low fat,Breads,OUT019,Small,Tier 1,Grocery Store,1985
FDB44,Low Fat,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
NCC06,Low Fat,Household,OUT017,-,Tier 2,Supermarket Type1,2007
FDR04,Low Fat,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998
FDB17,Low Fat,Frozen Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDW43,Regular,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDA27,Regular,Dairy,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCU41,Low Fat,Health and Hygiene,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDY56,Regular,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDV39,Low Fat,Meat,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDN32,Low Fat,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDW07,Regular,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
FDZ27,Low Fat,Dairy,OUT045,-,Tier 2,Supermarket Type1,2002
FDW23,Low Fat,Baking Goods,OUT019,Small,Tier 1,Grocery Store,1985
FDU01,Regular,Canned,OUT046,Small,Tier 1,Supermarket Type1,1997
FDF10,Regular,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
DRH03,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store,1985
FDW27,Regular,Meat,OUT019,Small,Tier 1,Grocery Store,1985
DRI13,Low Fat,Soft Drinks,OUT013,High,Tier 3,Supermarket Type1,1987
NCR05,Low Fat,Health and Hygiene,OUT046,Small,Tier 1,Supermarket Type1,1997
FDB29,Regular,Frozen Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDL51,Regular,Dairy,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDB11,LF,Starchy Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDI35,Low Fat,Starchy Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDX08,Low Fat,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
FDP59,Regular,Breads,OUT045,-,Tier 2,Supermarket Type1,2002
NCJ18,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDJ41,Low Fat,Frozen Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDU08,Low Fat,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1,2004
FDS09,Regular,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985
DRH15,Low Fat,Dairy,OUT013,High,Tier 3,Supermarket Type1,1987
NCV17,Low Fat,Health and Hygiene,OUT017,-,Tier 2,Supermarket Type1,2007
NCO54,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDE24,Low Fat,Baking Goods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDH53,Regular,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDZ13,Regular,Canned,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDW28,Low Fat,Frozen Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDU46,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1,1987
NCE43,LF,Household,OUT035,Small,Tier 2,Supermarket Type1,2004
FDS26,Low Fat,Dairy,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDB14,Regular,Canned,OUT046,Small,Tier 1,Supermarket Type1,1997
DRB48,Regular,Soft Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCC42,Low Fat,Health and Hygiene,OUT013,High,Tier 3,Supermarket Type1,1987
FDQ20,Low Fat,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1,1987
FDA13,Low Fat,Canned,OUT017,-,Tier 2,Supermarket Type1,2007
FDZ15,Low Fat,Dairy,OUT046,Small,Tier 1,Supermarket Type1,1997
NCV42,Low Fat,Household,OUT017,-,Tier 2,Supermarket Type1,2007
DRI51,Low Fat,Dairy,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDO28,Low Fat,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
NCS54,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1,1987
FDH16,Low Fat,Frozen Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDG24,Low Fat,Baking Goods,OUT045,-,Tier 2,Supermarket Type1,2002
FDR52,Regular,Frozen Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCH06,Low Fat,Household,OUT045,-,Tier 2,Supermarket Type1,2002
FDA36,Low Fat,Baking Goods,OUT045,-,Tier 2,Supermarket Type1,2002
FDU56,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDT09,Regular,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDU25,Low Fat,Canned,OUT046,Small,Tier 1,Supermarket Type1,1997
FDK41,Low Fat,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
NCT54,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1,2004
FDV51,Low Fat,Meat,OUT010,-,Tier 3,Grocery Store,1998
FDM24,Regular,Baking Goods,OUT045,-,Tier 2,Supermarket Type1,2002
NCO30,Low Fat,Household,OUT045,-,Tier 2,Supermarket Type1,2002
FDQ45,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1,1987
DRK59,LF,Hard Drinks,OUT035,Small,Tier 2,Supermarket Type1,2004
FDW28,Low Fat,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDC02,Low Fat,Canned,OUT010,-,Tier 3,Grocery Store,1998
FDR21,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDN48,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDT44,Low Fat,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
FDX14,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store,1985
FDH57,Low Fat,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
FDH28,reg,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985
NCT41,Low Fat,Health and Hygiene,OUT019,Small,Tier 1,Grocery Store,1985
FDO11,Regular,Breads,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCP42,Low Fat,Household,OUT017,-,Tier 2,Supermarket Type1,2007
FDN09,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998
FDP32,Low Fat,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1,2004
FDV57,Regular,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDW28,low fat,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDR56,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDA40,Regular,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
NCG42,Low Fat,Household,OUT045,-,Tier 2,Supermarket Type1,2002
NCK54,Low Fat,Household,OUT017,-,Tier 2,Supermarket Type1,2007
FDE16,Low Fat,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDB15,Low Fat,Dairy,OUT010,-,Tier 3,Grocery Store,1998
FDC40,Regular,Dairy,OUT017,-,Tier 2,Supermarket Type1,2007
FDE53,LF,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDK24,Low Fat,Baking Goods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDW31,Regular,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCX29,LF,Health and Hygiene,OUT017,-,Tier 2,Supermarket Type1,2007
NCM07,Low Fat,Others,OUT035,Small,Tier 2,Supermarket Type1,2004
DRN36,Low Fat,Soft Drinks,OUT019,Small,Tier 1,Grocery Store,1985
FDQ37,Low Fat,Breakfast,OUT010,-,Tier 3,Grocery Store,1998
FDK43,Low Fat,Meat,OUT045,-,Tier 2,Supermarket Type1,2002
FDK28,Low Fat,Frozen Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDR43,Low Fat,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
FDL48,Regular,Baking Goods,OUT013,High,Tier 3,Supermarket Type1,1987
DRL23,Low Fat,Hard Drinks,OUT045,-,Tier 2,Supermarket Type1,2002
NCX42,Low Fat,Household,OUT045,-,Tier 2,Supermarket Type1,2002
DRD37,Low Fat,Soft Drinks,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDZ47,Regular,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCJ54,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDL52,Regular,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDC15,Low Fat,Dairy,OUT010,-,Tier 3,Grocery Store,1998
NCD19,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998
FDD08,Low Fat,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1,1987
NCN18,LF,Household,OUT045,-,Tier 2,Supermarket Type1,2002
FDY56,Regular,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
NCI29,Low Fat,Health and Hygiene,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCE06,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985
FDC08,Regular,Fruits and Vegetables,OUT017,-,Tier 2,Supermarket Type1,2007
FDU52,Low Fat,Frozen Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDN16,Regular,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1,1987
NCM55,Low Fat,Others,OUT010,-,Tier 3,Grocery Store,1998
FDR49,Low Fat,Canned,OUT010,-,Tier 3,Grocery Store,1998
FDC15,Low Fat,Dairy,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDB53,Low Fat,Frozen Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDK44,Low Fat,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
FDA16,Low Fat,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDO19,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDO04,Low Fat,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
NCL19,Low Fat,Others,OUT035,Small,Tier 2,Supermarket Type1,2004
FDA44,Low Fat,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998
FDR60,Low Fat,Baking Goods,OUT017,-,Tier 2,Supermarket Type1,2007
FDV37,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDG53,Low Fat,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1,1987
DRG01,Low Fat,Soft Drinks,OUT035,Small,Tier 2,Supermarket Type1,2004
FDB38,Regular,Canned,OUT019,Small,Tier 1,Grocery Store,1985
FDI27,Regular,Dairy,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDD29,Low Fat,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998
NCR41,Low Fat,Health and Hygiene,OUT045,-,Tier 2,Supermarket Type1,2002
FDW44,Regular,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDU21,Regular,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDI14,LF,Canned,OUT046,Small,Tier 1,Supermarket Type1,1997
FDW50,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store,1985
FDN39,Regular,Meat,OUT046,Small,Tier 1,Supermarket Type1,1997
FDT31,Low Fat,Fruits and Vegetables,OUT017,-,Tier 2,Supermarket Type1,2007
FDJ14,Regular,Canned,OUT017,-,Tier 2,Supermarket Type1,2007
NCQ43,Low Fat,Others,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDZ22,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDU38,Low Fat,Dairy,OUT017,-,Tier 2,Supermarket Type1,2007
FDS32,Regular,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
DRH13,Low Fat,Soft Drinks,OUT018,Medium,Tier 3,Supermarket Type2,2009
DRF03,Low Fat,Dairy,OUT010,-,Tier 3,Grocery Store,1998
FDJ20,Regular,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDE22,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985
FDX22,Regular,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
DRM11,Low Fat,Hard Drinks,OUT013,High,Tier 3,Supermarket Type1,1987
FDL58,Regular,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDL25,Regular,Breakfast,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDD40,Regular,Dairy,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDT08,Low Fat,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
FDO22,Regular,Snack Foods,OUT017,-,Tier 2,Supermarket Type1,2007
NCM41,Low Fat,Health and Hygiene,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDJ21,Regular,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDC53,Low Fat,Frozen Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
DRK35,Low Fat,Hard Drinks,OUT019,Small,Tier 1,Grocery Store,1985
FDQ09,Low Fat,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
DRB48,Regular,Soft Drinks,OUT046,Small,Tier 1,Supermarket Type1,1997
DRE25,Low Fat,Soft Drinks,OUT035,Small,Tier 2,Supermarket Type1,2004
FDL08,Low Fat,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1,1987
NCV42,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDW03,Regular,Meat,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDL25,Regular,Breakfast,OUT017,-,Tier 2,Supermarket Type1,2007
FDC17,Low Fat,Frozen Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDK44,Low Fat,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
FDE34,Low Fat,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDP10,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDZ22,Low Fat,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
NCK19,Low Fat,Others,OUT013,High,Tier 3,Supermarket Type1,1987
FDO44,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCU41,LF,Health and Hygiene,OUT046,Small,Tier 1,Supermarket Type1,1997
NCF31,Low Fat,Household,OUT045,-,Tier 2,Supermarket Type1,2002
FDG14,Regular,Canned,OUT017,-,Tier 2,Supermarket Type1,2007
NCH30,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1,2004
FDR36,Regular,Baking Goods,OUT013,High,Tier 3,Supermarket Type1,1987
NCJ30,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1,1997
FDR08,Low Fat,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
FDU04,Low Fat,Frozen Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCQ50,Low Fat,Household,OUT017,-,Tier 2,Supermarket Type1,2007
FDL46,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
DRK37,Low Fat,Soft Drinks,OUT046,Small,Tier 1,Supermarket Type1,1997
FDK48,low fat,Baking Goods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDV58,Low Fat,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDN27,Low Fat,Meat,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDZ52,Low Fat,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCF42,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1,1997
FDQ48,Regular,Baking Goods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDW49,Low Fat,Canned,OUT045,-,Tier 2,Supermarket Type1,2002
FDR58,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
NCE07,Low Fat,Household,OUT017,-,Tier 2,Supermarket Type1,2007
FDK14,Low Fat,Canned,OUT046,Small,Tier 1,Supermarket Type1,1997
FDC11,LF,Starchy Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDL22,Low Fat,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
NCQ41,Low Fat,Health and Hygiene,OUT013,High,Tier 3,Supermarket Type1,1987
FDX46,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDC35,Low Fat,Starchy Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDH45,reg,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1,2004
FDX33,Regular,Snack Foods,OUT017,-,Tier 2,Supermarket Type1,2007
DRJ35,Low Fat,Hard Drinks,OUT013,High,Tier 3,Supermarket Type1,1987
FDC40,Regular,Dairy,OUT013,High,Tier 3,Supermarket Type1,1987
FDO19,Regular,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
FDP13,Regular,Canned,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDP24,LF,Baking Goods,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCQ42,Low Fat,Household,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDY59,Low Fat,Baking Goods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDU14,Low Fat,Dairy,OUT045,-,Tier 2,Supermarket Type1,2002
FDB21,Low Fat,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1,2004
FDT32,Regular,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDK20,Regular,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDX09,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDM01,Regular,Breakfast,OUT035,Small,Tier 2,Supermarket Type1,2004
DRI37,Low Fat,Soft Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDL20,Low Fat,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
FDU13,Low Fat,Canned,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDE05,Regular,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985
FDE58,Low Fat,Snack Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDT32,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDZ01,Regular,Canned,OUT010,-,Tier 3,Grocery Store,1998
FDM08,Regular,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
FDS58,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDZ26,Regular,Dairy,OUT046,Small,Tier 1,Supermarket Type1,1997
FDC46,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDY51,Low Fat,Meat,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDL34,Low Fat,Snack Foods,OUT017,-,Tier 2,Supermarket Type1,2007
DRG39,Low Fat,Dairy,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCG43,Low Fat,Household,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDT01,Regular,Canned,OUT045,-,Tier 2,Supermarket Type1,2002
NCR38,Low Fat,Household,OUT017,-,Tier 2,Supermarket Type1,2007
DRF01,Low Fat,Soft Drinks,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDF53,Regular,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDS45,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1,1987
